RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021
394595,303,"Flagstaff, AZ",Msa,AZ,171979,172233,172506,173122,173845,174545,175318,175683,176347,177037,178073,178711,179131,179750,180674,181722,182501,183336,184196,185369,186331,187401,188531,190024,191195,192111,192713,193735,194533,195383,196165,197314,198446,199476,200497,201732,202877,204240,205659,207146,208702,210275,212339,215032,217526,219438,220466,221634,223472,225460,228224,230354,233053,235336,238582,241586,245701,250117,255159,258398,261533,264634,269638,275017,280835,287225,294908,305555,315109,324775,331774,339985,348479,355804,359442,359870,360273,364624,370699,376972,378542,376567,372128,370620,369785,374089,377723,380028,378471,377096,375795,375328,373165,372369,370168,366805,361333,356656,350692,347874,345479,343795,341355,336396,332593,328644,324927,321401,321067,319995,319825,316301,313909,311176,308383,302168,297228,292646,295499,298791,300975,299578,297476,296472,294213,291002,287173,283455,279345,274612,271152,266301,260278,254851,252273,250805,248463,244958,242655,242845,244435,247875,250173,251987,249112,246354,241595,240347,239391,241384,243191,245548,247611,251773,253070,253848,254724,258058,262255,267037,271372,273501,273574,273748,275806,277435,278882,279287,279987,279635,282792,287047,292496,294624,294612,294434,294285,293364,291048,289711,291657,294930,296038,296340,296335,298099,299340,299822,300259,300494,302392,304392,305347,305493,306815,309106,312163,313510,315422,317338,319426,320984,321944,323208,326770,329139,331528,331323,332712,334174,335696,337144,338062,339342,339578,340393,342933,347285,349605,350380,349698,350904,352348,354049,355544,355973,356782,358540,361568,363387,363995,362566,363090,364331,367572,369007,369698,369303,369874,371448,373624,375312,377583,379252,380276,380530,381762,385360,390263,396780,403535,411758,421218,430064,441142,451709,466034,481384,497702,514158,527172
394810,304,"Lumberton, NC",Msa,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76784,76816,76873,77073,77271,77502,77710,78000,78268,78442,78467,78372,78846,79583,80305,80487,80511,80728,81016,81140,81359,81580,82236,82706,83185,83800,84592,85283,85898,86438,87007,87357,
395215,305,"Wausau, WI",Msa,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143633,143453,143082,142701,142271,142167,142051,140458,140577,138815,140273,139945,141360,141411,141449,141510,141541,141384,141224,140895,140575,140397,138053,135849,133410,133043,132662,132173,131726,131266,131090,131089,131139,131231,131037,130961,130868,130925,130908,130817,130638,130408,130258,130320,130399,130535,130481,130586,131532,132551,133457,133385,133370,133487,133786,134362,134767,135299,135585,135953,135828,135668,135400,135545,135905,136598,136969,136934,136524,136317,136071,136151,136123,136547,136891,137652,138368,138822,139054,139175,139534,140077,140387,140756,140819,141273,141776,142698,143522,144254,144630,145092,145417,145853,146280,146916,147636,148297,149237,149970,150680,151109,151707,152375,152905,153446,153908,154507,155043,155737,156640,157796,158856,159884,160611,161323,162027,162485,163087,163531,164312,165043,166099,167170,168268,169126,169922,170686,171685,172725,173381,173752,174086,174709,175469,176282,176739,177263,177857,179296,181064,183208,185052,186607,187675,188830,190000,191177,192464,194152,196696,199516,202116
394756,306,"La Crosse, WI",Msa,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130044,130300,130357,130923,131591,132455,132738,132713,132160,131905,131993,132835,133197,133437,133014,133892,134757,136730,137680,138500,138378,138734,139214,140482,142115,144161,145472,146182,146163,146516,146655,147106,147350,148351,149571,150807,151778,152788,153718,154925,155728,156465,156598,156751,156862,156784,156782,157042,157215,157242,156779,156933,157107,157878,157960,157966,157638,157455,157189,157256,157077,156960,156088,156070,156134,156773,156745,156887,156922,156789,156361,155650,155190,154650,154259,153497,152671,151870,150632,150725,150934,151842,151432,150904,150596,150459,150202,150079,149888,149756,149304,148946,148762,148442,148635,148774,149292,149284,149516,149418,149389,148910,148344,147324,146643,146176,146051,145971,146094,146226,145739,145038,144281,143779,143575,143294,143133,142455,142239,142155,142351,142288,142465,142947,143437,144243,145080,145810,146152,146249,146565,147133,148048,149255,150156,150839,151226,151531,151827,151973,152209,152534,153040,153648,154156,154659,155046,155095,155088,154959,155543,156364,157179,157737,158325,158924,159569,159972,160427,160683,160853,160935,160937,160942,161146,161738,162885,164038,165076,165892,166889,167914,168745,169706,170942,172091,173144,173775,175004,176202,176880,176997,177152,178020,178880,179617,180182,180962,181598,182927,184092,185584,186934,188644,190167,190781,191212,191634,192279,192793,193323,194509,196029,197310,198067,198547,199276,199848,200634,201135,201637,202201,202741,203199,202515,202631,203199,204922,206177,207701,209303,210896,212551,214077,215828,217691,219884,222602,225316,228560,230827,233046,236024
394783,307,"Lebanon, PA",Msa,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151007,151415,151874,152927,153294,153670,153938,154895,155953,156934,157749,158453,159233,159922,160350,160832,161626,162693,163509,164111,164353,164571,164644,165112,165634,166062,166099,166235,167039,168718,170547,171944,172392,172432,172355,172464,172516,172606,172688,172687,172712,172572,172558,172383,172256,172286,172638,173029,173179,173329,173033,172907,172414,172152,171517,171093,170858,171198,171753,172256,172583,172483,172398,172230,172095,171822,171553,171193,170481,169947,169060,168539,167507,166908,166010,165213,164451,163747,162949,162126,161753,161651,161773,161826,161861,161901,162045,162352,162745,162760,162752,162675,162960,163184,163422,163952,164305,164548,164403,164313,164065,163770,163497,163442,163792,164200,164425,164539,164688,164962,165086,165154,165067,164932,164459,164135,163754,163903,164073,164351,164683,164995,165289,165507,165575,165372,164833,164175,164932,166009,166463,165752,164859,164814,164856,164871,164913,165193,165736,166367,166778,167290,167584,168139,168765,169597,170547,171284,172135,172704,173046,173540,174041,174830,175381,176092,176735,177530,178339,179421,180657,181779,182570,183263,183681,183853,184177,184433,185230,185659,186374,187076,187894,188860,189487,189969,190160,190351,190983,191921,193309,194097,195005,195926,197570,199419,201614,203933,206239,208024,210396,213536,217559,220768,223575,226804,230734,234323
394703,308,"Idaho Falls, ID",Msa,ID,104832,104700,104676,104718,105075,105473,105902,106332,106740,107138,107575,108159,108986,109575,110163,110573,110972,111309,111617,112107,112532,112961,113010,113012,112933,113179,113395,113629,113962,114445,115024,115447,115781,116059,116302,116586,116938,117373,117848,118275,118661,118998,119358,119852,120368,120873,121198,121585,121985,122865,123893,125120,126356,127738,129243,130469,131632,132675,133750,134821,136391,138544,140889,142843,142603,142655,142795,145251,147332,149389,150822,152208,153510,155105,156827,158577,159902,160843,159098,157311,155634,156449,157428,158586,159508,160133,160522,161770,163923,166442,168921,170792,172257,172800,173293,174376,175818,177165,177750,177897,178047,178119,178143,178036,177952,177846,177449,176702,175667,174672,173803,172964,172341,171363,170596,169622,168951,168478,168172,167628,166424,164923,163507,162687,162018,161185,160367,159041,157920,156743,155796,154842,152072,150060,148075,147429,145685,144225,142918,141943,140937,139862,138998,137932,136991,135689,134657,133948,134148,134530,136524,140143,143300,145425,145977,147313,148275,148920,149592,150558,151470,151868,151879,151996,152350,152748,153158,153174,153784,153708,153942,153791,154418,155243,155549,155348,154893,154562,154689,154992,155644,156753,157822,158540,158898,159656,160841,161998,162990,164180,164837,165172,165760,167029,169210,171258,173236,174660,175392,175698,175889,176480,178040,179898,181922,183758,184885,186496,187841,189445,190174,190185,191210,192120,193486,194676,196763,199386,201719,203682,206065,208066,210136,211040,212593,213666,215837,217773,220889,223441,225950,228043,230095,232187,234365,236958,239443,241728,243215,244755,246573,249078,251858,253852,256219,258649,261238,263540,265953,268971,273863,279016,285473,288252,290964,292243,298966,306271,314936,321589,333897
395098,309,"Sierra Vista, AZ",Msa,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120543,119736,119632,118756,118187,117281,116383,115509,114264,113245,111957,110966,110289,109902,109459,109087,108489,107720,106331,104960,103570,102543,101684,101204,100913,100688,100643,100415,100276,99883,99416,98856,98070,97339,96537,95890,95370,94677,94042,93278,92697,92306,91969,91957,92017,92373,92816,93538,94341,95233,96007,96712,97385,98127,98958,99940,100921,102047,103187,104478,105823,107227,108548,109772,110828,111760,112598,113481,114276,115187,116055,116977,117675,118327,118843,119369,119812,120181,120459,120700,121021,121521,122123,122806,119907,120372,122543,128103,130204,130432,130744,130937,131018,131034,131021,131496,131998,132327,132127,131863,131745,131827,131982,132356,132904,133351,133787,134222,135058,135905,136471,136697,136962,137523,138019,138525,139106,140036,140250,140536,140766,141623,142144,142436,142821,143259,143747,144239,144849,145304,146112,146896,148269,149370,150562,151670,153028,154595,156001,156907,157505,158264,159264,160077,161002,161680,162393,162725,163550,164825,166254,167591,169371,171729,174317,176438,178688,180627,182846,183929,186832,189866,194520,197749
394983,310,"Pittsfield, MA",Msa,MA,148631,149028,149428,150257,151348,152211,152743,152959,153477,154440,155331,156093,156849,157862,158958,159846,160705,159938,159030,158628,159656,160657,161233,161891,162794,163427,164058,164703,165644,166849,168327,169749,171139,172846,174519,176492,177938,179322,180204,180978,181631,182526,183847,185375,186886,188474,191117,193671,195903,196903,197919,199169,201214,203316,205808,208452,211281,214427,216270,218246,219604,221244,222635,223906,225356,226923,228685,230729,233198,235906,238524,241384,243207,246326,248507,249433,249296,250187,252000,253704,253849,254434,254108,254926,256386,258262,259038,258589,257590,256817,256525,256639,257330,257529,256801,255341,253068,252106,250606,249732,249276,249786,250896,250917,249980,248241,245707,242851,240648,239092,238356,237395,235543,232867,229029,226712,225372,225296,225598,224940,223335,221562,221331,225047,229125,232688,233068,233011,231029,230212,228970,228961,228434,226666,226141,224914,223547,222306,223001,224428,224056,220736,217739,216359,216453,216814,215899,213193,210131,209961,207525,208798,207372,210219,209964,209796,210058,210550,212042,213522,215154,216029,217293,218063,219529,218981,219057,217415,216640,215215,215424,216654,218806,219987,220413,219138,218388,217738,217949,218590,219457,219994,220071,219749,219018,218641,219069,219897,220683,220772,221116,221279,221320,221188,221025,221403,222420,223088,223347,222166,221963,222048,223213,223738,223569,223313,222871,223053,224191,225065,226115,227237,230066,231597,231632,231141,230456,230596,230116,230825,230875,230865,231742,232891,234186,235007,236466,237619,238807,239780,240631,241680,244323,246690,247615,245680,244141,243676,244184,245408,246202,247015,246796,246915,246451,246266,247427,250066,253799,257067,261139,265428,269545,272591,276116,279767,284546,290024,296493,303241,309044
394780,311,"Lawton, OK",Msa,OK,64121,64167,64266,64411,64607,64747,64931,65016,65069,65075,65213,65438,65796,66072,66297,66443,66585,66751,66854,66977,67076,67195,67274,67342,67403,67545,67669,67742,67774,67825,67953,68084,68253,68444,68588,68727,68827,69044,69264,69510,69624,69709,69730,69819,69943,70107,68897,67677,66454,66612,66776,66843,66792,66826,66949,67189,67443,67759,68212,68538,69170,69536,69955,70359,70976,71360,71684,72098,72797,73353,73799,74287,74788,75420,75984,76609,77235,78033,78687,79184,79593,79987,80516,81007,81579,82179,82747,83262,83682,83945,84368,84721,85287,85461,85569,85614,85816,86056,86278,86578,85311,84009,82543,82596,82543,82520,82690,82859,83036,83025,83087,83112,83129,83135,83123,83068,82978,82930,82894,82853,82807,82807,82857,82919,83026,83137,83230,83297,83300,83361,83286,83179,82784,82386,82007,81857,81826,81874,81978,82061,82121,82175,82209,82263,82316,82414,82518,82645,82761,82918,83040,83149,83189,82969,82758,82593,82734,82888,83050,83138,83197,83251,83326,83422,83479,83576,83685,83831,84027,84222,84460,84666,84925,85216,85514,85794,85995,86316,86588,86885,87102,87387,87606,87734,87849,88051,88277,88473,88569,88894,89208,89587,89706,89805,89848,89916,89996,90076,90157,90234,90310,90455,90781,91161,91559,91771,91959,92092,92161,92542,92931,93383,93486,93664,93795,93630,93537,93237,93156,92764,92594,92513,92511,92679,92680,92774,92793,93142,93394,93673,93889,94077,94359,94572,94874,95019,95176,95196,95504,95777,96368,96590,96841,96923,99824,99494,99153,96350,97098,98931,100994,102895,103712,104301,104725,105475,106348,106046,105754,105456,107794
394588,312,"Farmington, NM",Msa,NM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99811,99648,99094,97978,97086,96725,96795,97108,96849,96625,95930,95566,95057,95155,96366,97941,98776,98708,98211,98102,97901,97920,97637,97427,97349,97347,97158,96980,96929,97336,97765,98500,99110,99757,100298,100948,101873,103384,104067,104502,104268,104743,105274,105507,105714,106152,106737,107497,108217,109056,108067,106820,105710,106587,107869,108842,109581,110062,110864,111565,112301,114585,113573,112352,109349,109805,110222,110590,110624,110516,110584,110587,110793,109785,109438,108844,109516,109934,110531,110998,111460,111856,112531,113107,113709,113671,113801,113920,114713,115312,116001,116211,116754,117264,117787,116516,115390,114125,114377,114736,116331,117606,118960,119333,120010,120216,120572,120721,120800,120478,120430,121040,122050,122654,122939,123279,124049,124747,125255,129744,134006,138353,139036,139582,139963,139757,139752,139847,139823,140672,142323,144124,146299,147633,150144,152749,155353,157668,158993,162729,166619,170271,173515
394712,313,"Jackson, TN",Msa,TN,94374,94489,94546,94650,94721,94853,95010,95120,95380,95664,96207,96667,97393,97773,98090,98006,97872,97761,97625,97763,97803,97967,98014,98077,98202,98377,98531,98376,98274,98239,98482,98550,98636,98715,98743,98821,98975,99236,99366,99302,99443,99559,99777,100010,100271,100615,100673,100897,101118,101503,101758,101926,102043,102079,102203,102218,102492,102678,103032,103191,103385,103619,104119,104761,105384,105945,106562,107181,107692,108161,108527,108989,109441,110038,110449,110858,111086,111530,111896,112446,112774,112939,113042,113096,113241,113375,113569,113873,114187,114410,114395,114382,114266,114206,113990,113825,113478,113379,113350,113544,113708,113686,113325,112622,111892,111192,109911,109407,108886,108957,108186,107457,106818,106374,106259,106317,106270,106485,106995,107383,107174,106445,106209,106179,106492,106146,105845,105187,104429,103446,102469,101001,99492,98390,98065,97662,97241,96854,96777,96435,96298,96443,96168,95927,95439,95431,96067,97414,98179,98837,98682,99121,99490,99823,100614,101013,101103,100412,99604,99154,99024,99088,99372,99605,99961,100098,100444,100471,100672,100696,100696,100563,100205,99902,99681,99678,99725,99809,99641,99620,99801,100093,100401,100793,101517,102314,102890,103258,103333,103381,103471,103734,103878,103966,103893,103752,103643,103536,103467,103521,103634,103802,103878,103791,103943,104275,105057,105879,106638,107489,108451,109297,110248,111002,111709,112149,112815,113649,114337,114811,115368,116095,116714,117261,117497,117998,118445,118723,118775,118313,118647,119079,119883,120243,120222,120375,120816,121865,122930,124012,125036,126240,127186,127885,128402,129052,129838,130827,132046,133843,135186,136574,137925,140415,143250,145626,148058,150488,153502,156399,160040
394879,314,"Morgantown, WV",Msa,WV,91229,91568,91548,91699,91560,91846,92135,92759,93396,94060,94731,95410,96336,96951,97461,97828,98308,98376,98335,98249,98537,98980,99378,99773,100082,100655,101139,101511,101768,101910,102214,102428,102825,103157,103522,103817,104187,104699,105253,105812,106309,106770,107050,107119,107219,107566,108139,108767,109367,110153,110972,111788,112517,113157,113841,114506,115367,116307,117418,118446,119548,120797,122392,123983,125573,127126,128812,129740,130696,131562,132958,134230,135430,136001,136203,136246,137075,137890,138533,138959,139659,140665,141376,141900,142201,142803,143516,144168,144589,144718,144623,144582,140172,136071,131926,132194,132461,132721,132913,133162,134409,135788,136643,136446,134374,132583,130771,130436,130875,131289,131788,131691,131402,131515,131229,131140,128361,125844,123349,123293,123478,123669,124040,124431,125052,125791,126477,126975,126075,124938,123646,123609,123575,123805,123798,123556,123156,123026,123312,123570,123728,123741,123828,123864,124173,124596,125318,125733,125797,125549,125341,125506,129209,132917,136483,136713,136791,137077,137452,137993,138233,138435,138681,139164,139643,140114,140513,140917,141090,141312,141584,142105,142440,142606,142849,143136,143690,144127,144773,145235,145489,145819,146205,146938,147394,147669,147908,148255,148799,149056,149248,149408,149569,149870,150189,150765,151183,151458,151534,151738,151931,152294,152518,152859,152786,152746,152711,153080,153504,153817,154250,154775,155442,156102,156811,157654,159379,160133,160770,160396,160620,160642,160637,160863,161135,161276,161496,161895,162379,162887,163372,164067,164718,165310,165750,166121,166486,166951,166878,166717,166470,166553,166506,166527,166713,167082,167517,167662,169869,170891,175261,177728,181320,182091,183516,184987,186363,186894,187446,187999,189112
394633,315,"Glens Falls, NY",Msa,NY,81455,81910,82210,82875,83362,83842,84448,84786,85090,85155,85569,86113,86930,87594,88294,88788,89443,89987,90678,91146,91575,91861,92410,93101,93952,94796,95713,96612,97424,98178,98958,99654,100250,100741,101406,102145,103065,103498,103982,104249,104785,105038,105256,106036,107001,108265,109120,110055,111180,111883,113040,113893,115463,117824,118091,118131,116352,116837,116987,118382,119659,121199,121775,122768,123871,125696,127357,129594,131795,133888,137136,139690,142379,143496,144934,146171,147427,148517,149831,151219,152888,154321,153970,153700,153178,154210,154239,154115,154529,156107,158397,160256,162096,163069,164148,164346,165299,165831,166602,166192,165535,164644,163772,162924,162173,161601,161056,160568,160327,160270,160190,159861,159091,158109,157252,156346,155595,154871,154499,154296,154205,154422,154813,155336,155470,155497,155569,155784,155989,156111,156214,156068,155760,155437,155318,155144,154931,154487,154351,154030,153886,153612,153713,153765,153779,153818,154077,154393,154476,154321,154315,154337,154621,154743,155096,155262,155499,155755,156133,156438,159066,160629,162468,161814,162238,162837,163138,163455,163500,163907,164625,165279,165228,165063,164578,164857,165148,165853,166449,166612,166554,166604,166983,168647,170474,172440,173252,173621,173648,173097,173070,172882,173074,172601,172357,172060,172257,172411,173270,173685,174435,174689,175129,175483,175820,176441,177450,178746,179376,179845,179885,180648,180844,180980,180869,180794,180880,180605,179749,178878,179210,180010,181802,182835,184001,184016,185098,186524,188176,189027,189712,190248,190573,190954,190956,191208,191287,191450,191584,192115,193239,193713,194048,193435,192125,191236,191288,192362,193103,194248,196580,199417,202398,205389,207913,210970,213276,215881,219403,222821,227012
395232,316,"Winchester, VA",Msa,VA,118797,119379,119697,120316,120976,121768,122634,123494,124296,125598,126966,128577,129726,130649,131534,132399,133443,134315,135119,135524,135930,136365,137214,138168,139095,139989,141044,142146,143591,145138,146850,148109,148898,149909,151211,152942,154185,155440,156564,157930,159246,160223,161431,162802,164693,167155,169465,172209,174734,177360,179962,182787,186518,190706,195131,198974,202390,206526,209734,212672,213404,215491,218461,222260,226312,229868,234729,240208,245856,251572,256231,260428,262951,266550,269784,273329,274277,273911,273512,273139,273033,272195,271581,272123,272018,271199,269926,268847,268359,265872,262708,259079,256773,255295,253473,251987,249810,247607,244920,242391,239395,236275,232297,228785,225177,222486,220232,218173,216726,214716,212343,207613,205298,203368,203129,200881,198527,195960,194281,192707,193594,193811,195517,195848,194068,192525,191429,192059,191512,191376,193596,193905,193084,190233,189940,190957,191069,191277,189225,190233,189791,189879,188195,188433,189368,189442,188780,189159,192340,195353,196833,195479,195035,195353,197097,198205,197921,199127,199279,200031,198916,198582,199738,200667,202131,202662,203036,202471,203989,205829,207508,207205,207596,208923,209733,210260,210375,210613,210546,210903,211031,211015,210515,210697,211271,211462,211327,211298,211118,211276,211196,211547,211797,212174,212739,213446,214229,214792,215570,216259,217568,218533,219004,219077,219503,220905,222653,224027,224942,225013,225507,226267,227444,228824,229630,231109,232265,233239,233315,233471,234684,235660,236290,236538,236874,237191,237474,238614,240028,240904,241349,241750,242562,243575,244711,245596,246654,247269,247262,246683,246411,247022,248600,250164,251296,251773,252707,254326,256528,258857,261495,264005,266876,269919,273981,277703,281558,285368,289756,294579,299420
395120,317,"St. Joseph, MO",Msa,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96406,96565,96657,97000,97421,98104,98928,99616,100075,100374,100582,100927,101448,102094,102848,103483,103601,103596,103602,104035,104284,104367,104552,104968,105468,105852,105930,105857,105847,106018,106222,106324,106342,106520,106856,107338,107698,108061,108157,108213,108228,108399,108347,108152,107843,107782,107723,107705,107643,107751,107767,107658,107479,107331,107121,106874,106440,106028,105510,105296,105150,105195,105074,104930,104756,104610,104303,103779,103306,102831,102299,101602,101108,100823,100704,100664,100735,100917,101069,101230,101294,101162,100676,100133,99651,99296,98913,98434,98113,97730,97574,97411,97585,97628,97653,97264,97006,96726,96597,96507,96583,96783,96946,96946,96930,96895,96897,96905,96969,97053,97050,97093,97173,97369,97557,97716,97868,97926,97962,98003,98160,98360,98593,98903,99268,99637,99980,100328,100707,100952,101125,101210,101354,101537,101693,101880,102066,102406,102769,103139,103474,103754,104081,104425,104872,105246,105651,106029,106425,106838,107093,107432,107684,108045,108349,108566,108719,108931,109289,109824,110302,110758,111146,111554,111861,112183,112542,113107,113624,114142,114568,115090,115565,115955,116291,116721,117205,116615,115655,114597,114494,114640,114891,115199,115535,115969,116384,116709,117022,116851,117308,117958,120075,120806,121221,120607,120800,120928,121157,121428,122022,123021,124108,124806,125734,126651,127826,128471,129428,130617,132244,134130,136075,137528,139719
394321,318,"Altoona, PA",Msa,PA,73160,73437,73535,73892,74139,74545,74869,75260,75688,76075,76571,77076,77822,78301,78874,79310,79902,80455,81012,81561,81992,82347,82534,82722,82956,83311,83679,84145,84716,85236,85734,86211,86762,87124,87196,87200,87507,88055,88629,88971,89404,89883,90472,91187,91968,92826,93338,93859,94325,95179,95998,96921,96436,95772,94858,95010,95164,95238,98054,98465,98781,96474,96866,97866,98686,99539,100516,101797,103108,103034,102566,102832,103890,104994,105008,105098,105555,106231,106574,106631,106430,106658,106857,107321,107842,108447,108638,108806,109147,109815,110474,110871,111004,111129,111109,111324,111592,111484,111076,110126,110152,110999,111639,111404,110261,109888,110070,110317,110258,110096,109846,109197,107652,105818,104492,102518,101892,100715,100924,100317,100352,100774,98799,97197,94915,95075,94402,94418,94394,94460,95867,95500,96022,94968,95200,94674,94313,93965,93750,93517,93743,94217,94233,93869,95927,97976,98306,95732,93076,92894,92802,93909,94741,94401,92641,91491,92066,93670,95113,96147,94962,94020,93263,94221,93508,93737,93546,94563,96003,98414,100977,103018,105084,106612,106563,106671,106895,107769,108368,108794,108487,107727,105687,104219,102318,101797,101326,101701,101812,102108,102105,102659,103071,103412,103991,104707,105972,106576,107130,106941,106831,106871,107077,107715,107604,107876,109648,111936,114407,115061,116175,116727,117560,117809,118627,118887,118288,116908,116202,116064,116790,116862,117096,116258,115754,115611,115874,115933,115332,114870,114010,114404,115462,117154,118410,118591,118926,118614,119014,118818,118870,118442,119077,119620,120718,121897,123327,123537,123302,122151,122051,122516,123154,123687,123923,124996,126513,127616,129282,131747,133967
